iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
GHA,Africa,Ghana,2022-01-22,154891.0,0.0,196.714,1357.0,0.0,2.0,4626.945,0.0,5.876,40.537,0.0,0.06,0.97,,,,,,,,,,,,,2445.0,0.074,0.0805,12.4,tests performed,,,,,,132609.0,,,,,3961.0,74297.0,0.222,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-23,155496.0,605.0,283.143,1367.0,10.0,3.429,4645.017,18.073,8.458,40.835,0.299,0.102,0.97,,,,,,,,,,,,,2978.0,0.091,0.0951,10.5,tests performed,,,,,,108548.0,,,,,3243.0,49554.0,0.148,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-24,155665.0,169.0,307.286,1370.0,3.0,3.857,4650.066,5.048,9.179,40.925,0.09,0.115,0.96,,,,,,,,,2215094.0,,67.465,,3511.0,0.107,0.0875,11.4,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-25,155665.0,0.0,210.714,1370.0,0.0,2.857,4650.066,0.0,6.295,40.925,0.0,0.085,0.95,,,,,,,,,,,,,3656.0,0.111,0.0576,17.4,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-26,156272.0,607.0,297.429,1382.0,12.0,4.571,4668.198,18.132,8.885,41.283,0.358,0.137,0.95,,,,,,,,,,,,,3801.0,0.116,0.0783,12.8,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-27,156392.0,120.0,214.429,1384.0,2.0,3.857,4671.783,3.585,6.405,41.343,0.06,0.115,0.94,,,,,,,,,2222501.0,,67.691,,3945.0,0.12,0.0544,18.4,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-28,156515.0,123.0,232.0,1388.0,4.0,4.429,4675.457,3.674,6.93,41.463,0.119,0.132,0.94,,,,,,,,,,,,,3889.0,0.118,0.0597,16.8,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-29,156690.0,175.0,257.0,1391.0,3.0,4.857,4680.685,5.228,7.677,41.552,0.09,0.145,0.94,,,,,,,,,,,,,3754.0,0.114,0.0685,14.6,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-30,156805.0,115.0,187.0,1393.0,2.0,3.714,4684.12,3.435,5.586,41.612,0.06,0.111,0.93,,,,,,,,,2235234.0,,68.079,,3619.0,0.11,0.0517,19.4,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-01-31,156920.0,115.0,179.286,1395.0,2.0,3.571,4687.556,3.435,5.356,41.672,0.06,0.107,0.93,,,,,,,,,2241487.0,6253.0,68.269,0.19,3770.0,0.115,0.0476,21.0,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-01,156920.0,0.0,179.286,1395.0,0.0,3.571,4687.556,0.0,5.356,41.672,0.0,0.107,0.93,,,,,,,,,,,,,3857.0,0.117,0.0465,21.5,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-02,156920.0,0.0,92.571,1395.0,0.0,1.857,4687.556,0.0,2.765,41.672,0.0,0.055,0.93,,,,,,,,,,,,,3944.0,0.12,0.0235,42.6,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-03,157220.0,300.0,118.286,1404.0,9.0,2.857,4696.517,8.962,3.533,41.941,0.269,0.085,0.93,,,,,,,,,2250718.0,,68.55,,4031.0,0.123,0.0293,34.1,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-04,157220.0,0.0,100.714,1404.0,0.0,2.286,4696.517,0.0,3.009,41.941,0.0,0.068,0.93,,,,,,,,,,,,,3902.0,0.119,0.0258,38.7,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-05,157541.0,321.0,121.571,1412.0,8.0,3.0,4706.106,9.589,3.632,42.18,0.239,0.09,0.92,,,,,,,,,,,,,3774.0,0.115,0.0322,31.0,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-06,157541.0,0.0,105.143,1412.0,0.0,2.714,4706.106,0.0,3.141,42.18,0.0,0.081,0.92,,,,,,,,,,,,,3645.0,0.111,0.0288,34.7,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-07,157751.0,210.0,118.714,1419.0,7.0,3.429,4712.379,6.273,3.546,42.389,0.209,0.102,0.92,,,,,,,,,,,,,3229.0,0.098,0.0368,27.2,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-08,157751.0,0.0,118.714,1419.0,0.0,3.429,4712.379,0.0,3.546,42.389,0.0,0.102,0.92,,,,,,,,,2267437.0,,69.06,,3268.0,0.1,0.0363,27.5,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-09,157751.0,0.0,118.714,1419.0,0.0,3.429,4712.379,0.0,3.546,42.389,0.0,0.102,0.92,,,,,,,,,,,,,3002.0,0.091,0.0395,25.3,tests performed,,,,,,84487.0,,,,,2524.0,24811.0,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-10,157751.0,0.0,75.857,1419.0,0.0,2.143,4712.379,0.0,2.266,42.389,0.0,0.064,0.92,,,,,,,,,,,,,2736.0,0.083,0.0277,36.1,tests performed,12043575.0,7473144.0,4570431.0,,,84487.0,35.98,22.32,13.65,,2524.0,24811.0,0.074,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-11,157751.0,0.0,75.857,1419.0,0.0,2.143,4712.379,0.0,2.266,42.389,0.0,0.064,0.93,,,,,,,,,,,,,2432.0,0.074,0.0312,32.1,tests performed,,,,,,78074.0,,,,,2332.0,33842.0,0.101,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-12,157751.0,0.0,30.0,1419.0,0.0,1.0,4712.379,0.0,0.896,42.389,0.0,0.03,0.93,,,,,,,,,,,,,2129.0,0.065,0.0141,71.0,tests performed,,,,,,71661.0,,,,,2141.0,42873.0,0.128,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-13,157751.0,0.0,30.0,1419.0,0.0,1.0,4712.379,0.0,0.896,42.389,0.0,0.03,0.93,,,,,,,,,,,,,1825.0,0.056,0.0164,60.8,tests performed,,,,,,65249.0,,,,,1949.0,51905.0,0.155,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-14,157917.0,166.0,23.714,1426.0,7.0,1.0,4717.338,4.959,0.708,42.598,0.209,0.03,0.94,,,,,,,,,,,,,1521.0,0.046,0.0156,64.1,tests performed,,,,,,58836.0,,,,,1758.0,60936.0,0.182,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-15,157992.0,75.0,34.429,1429.0,3.0,1.429,4719.579,2.24,1.028,42.687,0.09,0.043,0.94,,,,,,,,,2275959.0,,69.319,,1217.0,0.037,0.0283,35.3,tests performed,,,,,,52423.0,,,,,1566.0,69967.0,0.209,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-16,158159.0,167.0,58.286,1431.0,2.0,1.714,4724.567,4.989,1.741,42.747,0.06,0.051,0.95,,,,,,,,,,,,,1443.0,0.044,0.0404,24.8,tests performed,,,,,,46011.0,,,,,1374.0,78999.0,0.236,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-17,158220.0,61.0,67.0,1433.0,2.0,2.0,4726.389,1.822,2.001,42.807,0.06,0.06,0.95,,,,,,,,,,,,,1668.0,0.051,0.0402,24.9,tests performed,,,,100169.0,,39598.0,,,,0.3,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-18,158220.0,0.0,67.0,1433.0,0.0,2.0,4726.389,0.0,2.001,42.807,0.0,0.06,0.95,,,,,,,,,2284338.0,,69.574,,1893.0,0.058,0.0354,28.3,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-19,158220.0,0.0,67.0,1433.0,0.0,2.0,4726.389,0.0,2.001,42.807,0.0,0.06,0.96,,,,,,,,,,,,,1876.0,0.057,0.0357,28.0,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-20,158220.0,0.0,67.0,1433.0,0.0,2.0,4726.389,0.0,2.001,42.807,0.0,0.06,0.96,,,,,,,,,,,,,1860.0,0.057,0.036,27.8,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-21,158434.0,214.0,73.857,1438.0,5.0,1.714,4732.782,6.393,2.206,42.956,0.149,0.051,0.97,,,,,,,,,2287642.0,,69.675,,1843.0,0.056,0.0401,25.0,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-22,158894.0,460.0,128.857,1441.0,3.0,1.714,4746.523,13.741,3.849,43.046,0.09,0.051,0.97,,,,,,,,,,,,,2938.0,0.089,0.0439,22.8,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-23,159124.0,230.0,137.857,1442.0,1.0,1.571,4753.394,6.871,4.118,43.076,0.03,0.047,0.97,,,,,,,,,2305405.0,,70.216,,3808.0,0.116,0.0362,27.6,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-24,159124.0,0.0,129.143,1442.0,0.0,1.286,4753.394,0.0,3.858,43.076,0.0,0.038,0.97,,,,,,,,,,,,,3860.0,0.118,0.0335,29.9,tests performed,,,,,,39598.0,,,,,1183.0,88030.0,0.263,50.71,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-25,159124.0,0.0,129.143,1442.0,0.0,1.286,4753.394,0.0,3.858,43.076,0.0,0.038,0.96,,,,,,,,,,,,,3913.0,0.119,0.033,30.3,tests performed,12637542.0,8793591.0,4867214.0,,,39598.0,37.75,26.27,14.54,,1183.0,88030.0,0.263,50.64,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-26,159124.0,0.0,129.143,1442.0,0.0,1.286,4753.394,0.0,3.858,43.076,0.0,0.038,0.96,,,,,,,,,,,,,4207.0,0.128,0.0307,32.6,tests performed,,,,,,36355.0,,,,,1086.0,76684.0,0.229,50.64,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-27,159124.0,0.0,129.143,1442.0,0.0,1.286,4753.394,0.0,3.858,43.076,0.0,0.038,0.96,,,,,,,,,,,,,4501.0,0.137,0.0287,34.9,tests performed,,,,,,33112.0,,,,,989.0,65338.0,0.195,50.64,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-02-28,159674.0,550.0,177.143,1442.0,0.0,0.571,4769.824,16.43,5.292,43.076,0.0,0.017,0.96,,,,,,,,,,,,,4795.0,0.146,0.0369,27.1,tests performed,,,,,,29869.0,,,,,892.0,53992.0,0.161,50.64,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-01,159891.0,217.0,142.429,1442.0,0.0,0.143,4776.306,6.482,4.255,43.076,0.0,0.004,0.95,,,,,,,,,,,,,3978.0,0.121,0.0358,27.9,tests performed,,,,,,26626.0,,,,,795.0,42646.0,0.127,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-02,159891.0,0.0,109.571,1442.0,0.0,0.0,4776.306,0.0,3.273,43.076,0.0,0.0,0.94,,,,,,,,,2327529.0,,70.89,,3161.0,0.096,0.0347,28.8,tests performed,,,,,,23383.0,,,,,699.0,31300.0,0.094,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-03,160028.0,137.0,129.143,1442.0,0.0,0.0,4780.399,4.093,3.858,43.076,0.0,0.0,0.94,,,,,,,,,,,,,3010.0,0.092,0.0429,23.3,tests performed,,,,,,20140.0,,,,,602.0,19954.0,0.06,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-04,160028.0,0.0,129.143,1442.0,0.0,0.0,4780.399,0.0,3.858,43.076,0.0,0.0,0.93,,,,,,,,,,,,,2860.0,0.087,0.0452,22.1,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-05,160028.0,0.0,129.143,1442.0,0.0,0.0,4780.399,0.0,3.858,43.076,0.0,0.0,0.93,,,,,,,,,2333852.0,,71.082,,2709.0,0.083,0.0477,21.0,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-06,160028.0,0.0,129.143,1442.0,0.0,0.0,4780.399,0.0,3.858,43.076,0.0,0.0,0.92,,,,,,,,,,,,,3103.0,0.095,0.0416,24.0,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-07,160028.0,0.0,50.571,1442.0,0.0,0.0,4780.399,0.0,1.511,43.076,0.0,0.0,0.92,,,,,,,,,,,,,3496.0,0.106,0.0145,69.1,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-08,160640.0,612.0,107.0,1442.0,0.0,0.0,4798.68,18.282,3.196,43.076,0.0,0.0,0.91,,,,,,,,,,,,,3890.0,0.118,0.0275,36.4,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-09,160667.0,27.0,110.857,1444.0,2.0,0.286,4799.487,0.807,3.312,43.136,0.06,0.009,0.9,,,,,,,,,,,,,4284.0,0.13,0.0259,38.6,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-10,160681.0,14.0,93.286,1445.0,1.0,0.429,4799.905,0.418,2.787,43.165,0.03,0.013,0.89,,,,,,,,,2363430.0,,71.983,,4828.0,0.147,0.0193,51.8,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-11,160693.0,12.0,95.0,1445.0,0.0,0.429,4800.264,0.358,2.838,43.165,0.0,0.013,0.88,,,,,,,,,2365638.0,2208.0,72.051,0.067,4842.0,0.147,0.0196,51.0,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-12,160693.0,0.0,95.0,1445.0,0.0,0.429,4800.264,0.0,2.838,43.165,0.0,0.013,0.88,,,,,,,,,,,,,4842.0,0.147,0.0196,51.0,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-13,160716.0,23.0,98.286,1445.0,0.0,0.429,4800.951,0.687,2.936,43.165,0.0,0.013,0.87,,,,,,,,,,,,,4299.0,0.131,0.0229,43.7,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-14,160716.0,0.0,98.286,1445.0,0.0,0.429,4800.951,0.0,2.936,43.165,0.0,0.013,0.86,,,,,,,,,,,,,3755.0,0.114,0.0262,38.2,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-15,160761.0,45.0,17.286,1445.0,0.0,0.429,4802.295,1.344,0.516,43.165,0.0,0.013,0.85,,,,,,,,,,,,,3211.0,0.098,0.0054,185.8,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-16,160761.0,0.0,13.429,1445.0,0.0,0.143,4802.295,0.0,0.401,43.165,0.0,0.004,0.85,,,,,,,,,,,,,2667.0,0.081,0.005,198.6,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-17,160775.0,14.0,13.429,1445.0,0.0,0.0,4802.713,0.418,0.401,43.165,0.0,0.0,0.85,,,,,,,,,,,,,2124.0,0.065,0.0063,158.2,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-18,160791.0,16.0,14.0,1445.0,0.0,0.0,4803.191,0.478,0.418,43.165,0.0,0.0,0.84,,,,,,,,,,,,,2110.0,0.064,0.0066,150.7,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-19,160791.0,0.0,14.0,1445.0,0.0,0.0,4803.191,0.0,0.418,43.165,0.0,0.0,0.84,,,,,,,,,,,,,2110.0,0.064,0.0066,150.7,tests performed,,,,,,16897.0,,,,,505.0,8608.0,0.026,49.83,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-20,160819.0,28.0,14.714,1445.0,0.0,0.0,4804.027,0.836,0.44,43.165,0.0,0.0,0.84,,,,,,,,,2384624.0,,72.629,,2110.0,0.064,0.007,143.4,tests performed,13026180.0,8991580.0,5050369.0,119019.0,,16897.0,38.91,26.86,15.09,0.36,505.0,8608.0,0.026,49.75,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-21,160863.0,44.0,21.0,1445.0,0.0,0.0,4805.342,1.314,0.627,43.165,0.0,0.0,0.83,,,,,,,,,,,,,2419.0,0.074,0.0087,115.2,tests performed,,,,,,14827.0,,,,,443.0,7511.0,0.022,49.75,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-22,160870.0,7.0,15.571,1445.0,0.0,0.0,4805.551,0.209,0.465,43.165,0.0,0.0,0.83,,,,,,,,,,,,,2729.0,0.083,0.0057,175.3,tests performed,,,,,,12757.0,,,,,381.0,6414.0,0.019,49.75,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-23,160870.0,0.0,15.571,1445.0,0.0,0.0,4805.551,0.0,0.465,43.165,0.0,0.0,0.83,,,,,,,,,,,,,3039.0,0.093,0.0051,195.2,tests performed,,,,,,10686.0,,,,,319.0,5317.0,0.016,49.75,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-24,160894.0,24.0,17.0,1445.0,0.0,0.0,4806.268,0.717,0.508,43.165,0.0,0.0,0.83,,,,,,,,,2401739.0,,73.15,,3349.0,0.102,0.0051,197.0,tests performed,,,,,,8616.0,,,,,257.0,4220.0,0.013,49.75,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
GHA,Africa,Ghana,2022-03-25,160894.0,0.0,14.714,1445.0,0.0,0.0,4806.268,0.0,0.44,43.165,0.0,0.0,0.83,,,,,,,,,,,,,3369.0,0.103,0.0044,229.0,tests performed,,,,,,6546.0,,,,,196.0,3123.0,0.009,49.75,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870.0,,,,
